method,dataset,dataset_version,pretrained,train,epochs,Car_3d/moderate_R40,Pedestrian_3d/moderate_R40,Cyclist_3d/moderate_R40
pv_rcnn_8369,KITTIDataset,"38,28,36,40,63,4,6,23,17,43,51,33,10,44,7,11,5,24,35,1",True,False,80,79.6437468360013,38.80263567004785,58.90297627449319
pv_rcnn_8369,KITTIDataset,"62,25,28,14,37,49,36,42,27,50,52,30,7,47,16,40,11,58,29,41",True,False,80,74.01103221765419,21.351928278227682,43.261020363147615
pv_rcnn_8369,KITTIDataset,"32,26,54,2,28,61,37,27,51,57,49,12,3,42,56,25,15,0,1,59,5,60",True,False,80,76.22412089243397,41.22601018571112,51.6420196979056
pv_rcnn_8369,KITTIDataset,"9,22,21,33,47,54,8,46,59,55,12,40,39,63,2,24,0,42,56,25,32,16",True,False,80,67.60403074190432,33.34583201234735,39.98982403664457
pv_rcnn_8369,KITTIDataset,"3,59,46,41,29,51,18,35,36,42,2,28,62,47,26,53,60,21,61,23,1,39",True,False,80,76.56512246988567,33.134792466153606,52.89898316693038
pv_rcnn_8369,KITTIDataset,"25,12,52,55,59,29,5,32,58,20,50,22,6,15,11,35,17,62,14,46,53,18",True,False,80,75.90850189591161,42.34392674183318,49.77758956746244
pv_rcnn_8369,KITTIDataset,"51,1,16,15,35,58,48,10,18,0,40,23,19,14,9,28,31,60,5,22,3,62",True,False,80,81.5777129948031,48.630660807798876,66.78945874254954
pv_rcnn_8369,KITTIDataset,"52,11,58,48,10,45,16,57,56,49,7,53,38,2,21,43,8,20,33,59,29,24",True,False,80,72.4846045420157,37.16583398139647,42.76387329643605
pv_rcnn_8369,KITTIDataset,"51,49,34,5,9,35,43,33,31,39,13,48,11,25,6,28,45,21,47,22,61,26",True,False,80,73.55183040064694,31.374284857969727,48.64627415376304
pv_rcnn_8369,KITTIDataset,"12,19,40,51,55,42,10,26,49,18,61,24,15,50,1,54,27,47,29,8,33,57",True,False,80,68.09502118447486,31.4205581579983,39.41016458926078
pv_rcnn_8369,KITTIDataset,"58,3,2,10,16,38,18,4,0,28,34,31,26,20,63,44,32,54,17,52,27,60",True,False,80,79.42753449619457,41.828593893698844,56.10250070051084
pv_rcnn_8369,KITTIDataset,"36,58,2,27,55,18,33,60,26,56,23,45,48,41,0,30,35,4,44,15,40,19",True,False,80,73.35058370851407,30.95499585851349,43.143912324910545
pv_rcnn_8369,KITTIDataset,"3,49,48,36,11,0,46,15,44,1,32,24,14,12,56,33,7,23,60,22,54,62,61,31",True,False,80,76.39370705906352,35.36640484174918,48.55253603073259
pv_rcnn_8369,KITTIDataset,"8,51,54,40,27,57,29,58,16,1,43,13,41,6,11,38,42,4,18,61,0,20,33,31",True,False,80,73.91990417655576,27.973225048382172,35.2673431285378
pv_rcnn_8369,KITTIDataset,"49,43,30,47,51,41,0,46,9,38,50,58,4,34,59,21,60,63,44,17,11,20,56,24",True,False,80,68.48184786387293,27.644303875263187,40.504091080620505
pv_rcnn_8369,KITTIDataset,"33,61,58,57,12,18,6,59,29,42,13,0,5,53,28,10,14,50,49,38,46,48,9,63",True,False,80,73.73099176300639,36.82526274067294,42.97451801651746
pv_rcnn_8369,KITTIDataset,"36,32,51,56,43,4,48,49,52,21,13,50,62,35,61,26,63,54,20,28,18,1,14,17",True,False,80,63.828608559269504,27.83822901201567,40.68179394240522
pv_rcnn_8369,KITTIDataset,"62,24,61,26,21,45,57,8,6,29,46,20,10,18,55,31,1,41,47,35,12,5,44,16",True,False,80,72.89878794432637,32.33195500999252,37.44785875269966
pv_rcnn_8369,KITTIDataset,"1,58,37,23,8,40,5,20,41,3,38,17,27,31,60,42,35,12,49,52,55,62,56,29",True,False,80,71.16084554403645,28.457251923840765,40.61963199875985
pv_rcnn_8369,KITTIDataset,"53,8,24,9,41,62,3,28,38,26,54,48,13,52,42,27,44,10,30,32,47,18,15,55",True,False,80,61.26989970054524,24.707885142054604,36.802856324707776
pv_rcnn_8369,KITTIDataset,"50,34,61,14,5,52,45,32,35,39,4,12,42,56,8,3,22,10,20,63,54,2,55,29",True,False,80,66.19860666630993,41.40163884126966,45.087165224079975
pv_rcnn_8369,KITTIDataset,"57,54,27,44,51,25,19,20,22,9,7,34,38,13,37,55,63,11,36,33,8,32,14,1",True,False,80,72.94577393397074,35.66943830385193,43.71104394527524
pv_rcnn_8369,KITTIDataset,"21,1,51,40,34,56,57,11,6,61,29,53,46,5,32,19,36,44,63,33,20,41,30,8,16,59",True,False,80,73.71258896566235,34.553214639923816,44.569935248746475
pv_rcnn_8369,KITTIDataset,"22,41,29,8,60,2,44,19,34,50,63,11,53,13,25,47,37,46,9,28,59,48,36,4,51,62",True,False,80,70.79425935105685,28.751305569785256,44.406994640589765
pv_rcnn_8369,KITTIDataset,"14,17,54,10,38,8,34,57,26,63,0,51,52,50,48,7,42,19,24,46,18,36,30,55,27,49",True,False,80,55.78872270362142,26.83701481735477,31.347468183484462
pv_rcnn_8369,KITTIDataset,"51,25,57,62,59,16,28,17,34,20,18,5,48,31,43,44,0,35,49,29,12,52,56,22,58,50",True,False,80,61.010753952838456,23.857796637705693,31.450767992956084
pv_rcnn_8369,KITTIDataset,"12,46,1,13,32,23,4,60,36,27,9,8,16,57,37,39,0,5,38,35,29,54,30,62,21,26",True,False,80,75.76059700431331,30.878961252978566,41.35494241469265
pv_rcnn_8369,KITTIDataset,"26,33,24,14,46,49,10,28,38,54,42,0,61,12,30,48,50,63,18,25,57,11,7,2,6,22",True,False,80,74.05870757524798,33.01708273438875,41.677723332033935
pv_rcnn_8369,KITTIDataset,"51,3,16,39,53,45,27,17,9,40,54,7,20,13,8,21,37,5,49,29,59,36,35,23,32,61",True,False,80,73.20253566027988,30.956785198916947,44.96101703544728
pv_rcnn_8369,KITTIDataset,"2,42,6,3,0,10,31,44,62,33,43,5,37,52,1,49,24,15,28,25,27,40,36,59,48,22",True,False,80,74.84769123619726,27.138240946897607,42.42630088629287
pv_rcnn_8369,KITTIDataset,"0,34,15,55,41,46,37,19,54,60,30,22,24,25,56,48,45,51,1,14,31,42,7,4,16,39",True,False,80,63.42938802675102,31.245039483330117,34.84883706018702
pv_rcnn_8369,KITTIDataset,"44,48,29,46,62,54,23,14,59,1,51,52,50,13,40,37,49,53,3,27,35,22,38,10,33,34",True,False,80,52.512067889459935,21.357269067514984,30.580864660876884
pv_rcnn_8369,KITTIDataset,"63,50,39,1,0,52,21,17,47,10,26,11,15,19,41,59,8,25,27,23,5,34,46,33,55,51,60,9",True,False,80,71.03886232700016,26.1875056954351,45.856539812790665
pv_rcnn_8369,KITTIDataset,"15,16,39,49,34,59,8,36,6,55,12,23,41,50,22,10,47,17,45,28,42,4,14,24,51,48,13,1",True,False,80,63.2892021061225,24.89049025869868,37.345203054311
pv_rcnn_8369,KITTIDataset,"9,43,12,7,35,45,51,47,52,18,60,37,40,6,20,33,26,21,24,62,13,1,27,58,10,32,23,17",True,False,80,76.63180594037084,36.50965865522308,53.219789866220204
pv_rcnn_8369,KITTIDataset,"36,18,52,58,41,46,53,62,26,33,42,28,39,15,37,48,50,44,54,2,0,8,29,4,38,1,61,49",True,False,80,57.374703884718315,13.397694216273038,19.414339437306975
pv_rcnn_8369,KITTIDataset,"43,12,59,31,50,23,4,17,61,44,48,27,9,52,32,41,47,21,8,11,0,40,38,53,5,19,13,20",True,False,80,70.51878254179759,27.563491146263253,41.42649513411179
pv_rcnn_8369,KITTIDataset,"19,3,15,6,36,21,28,14,47,1,59,63,56,55,50,48,40,29,0,9,20,13,58,49,53,62,52,25",True,False,80,59.56165730762443,26.16847891557673,33.654050213629645
pv_rcnn_8369,KITTIDataset,"4,51,33,13,21,35,11,9,45,12,46,15,2,7,58,6,31,59,38,50,56,1,42,27,30,60,54,3",True,False,80,74.33267133422808,34.31393507593457,44.240085214756334
pv_rcnn_8369,KITTIDataset,"48,6,54,45,52,2,24,5,59,56,37,38,43,8,29,57,32,16,4,60,27,46,31,34,7,35,11,13",True,False,80,71.30580071517193,32.23229723343912,35.96008107637356
pv_rcnn_8369,KITTIDataset,"62,16,0,15,52,40,59,33,13,39,61,23,26,24,58,44,10,45,43,38,56,46,57,63,20,6,35,18",True,False,80,67.2535435649773,24.66221961017258,26.684243367747655
pv_rcnn_8369,KITTIDataset,"30,37,0,22,60,57,34,28,26,56,63,6,1,10,8,12,52,4,50,43,33,62,55,3,42,41,59,36",True,False,80,68.44424544904044,29.126402495209646,31.84319920694928
pv_rcnn_8369,KITTIDataset,"58,11,13,32,19,60,41,62,61,22,42,56,29,20,24,47,35,36,40,31,1,9,30,48,18,25,43,45,12,50",True,False,80,69.51021621296537,19.241872548002032,23.478027207944066
pv_rcnn_8369,KITTIDataset,"61,37,53,46,59,23,34,39,21,22,15,3,49,48,0,63,4,29,20,2,55,7,31,41,35,25,27,56,24,51",True,False,80,68.16094495591668,31.553970488965955,39.62811947619781
pv_rcnn_8369,KITTIDataset,"56,47,44,31,7,19,41,55,34,53,52,0,38,4,36,23,30,12,51,1,49,35,8,20,21,13,24,11,50,37",True,False,80,52.115773142947816,20.43402911340119,22.72639437538833
pv_rcnn_8369,KITTIDataset,"58,63,22,32,9,30,26,38,1,0,47,3,14,8,39,29,33,24,49,40,21,23,34,25,51,35,4,12,54,59",True,False,80,73.384038109336,27.189766759291896,40.02761530513048
pv_rcnn_8369,KITTIDataset,"15,26,56,45,39,63,7,22,23,30,41,18,47,58,38,61,16,44,11,34,48,3,29,55,35,13,53,2,32,17",True,False,80,67.53634764724991,26.71807605209617,38.54691488016552
pv_rcnn_8369,KITTIDataset,"6,53,46,57,8,50,12,2,63,43,18,55,0,11,14,62,60,38,19,52,44,27,41,4,51,23,40,42,36,61",True,False,80,56.17003201932115,15.192015939523051,17.98754502629423
pv_rcnn_8369,KITTIDataset,"38,22,4,23,43,32,21,30,50,1,61,13,49,54,47,58,12,9,29,51,3,40,48,7,35,2,26,19,53,8",True,False,80,60.18101068134929,25.53354558952119,34.22393187711592
pv_rcnn_8369,KITTIDataset,"2,7,15,9,63,11,60,40,31,35,49,25,21,8,41,24,51,56,39,3,36,33,57,42,58,30,0,23,43,61",True,False,80,67.6791948599637,22.233348190769625,25.90848938312816
pv_rcnn_8369,KITTIDataset,"21,24,7,53,38,10,22,12,40,2,52,6,29,41,8,60,27,59,1,18,20,58,48,42,46,44,33,39,31,25",True,False,80,69.17093270896612,17.3716894743321,29.78451061192579
pv_rcnn_8369,KITTIDataset,"16,39,32,6,12,63,36,40,18,13,57,62,43,54,26,56,24,3,17,28,42,59,37,1,0,35,51,46,61,30",True,False,80,71.2324625289943,27.820785460388763,37.24587096042449
pv_rcnn_8369,KITTIDataset,"43,23,31,22,4,11,26,30,37,39,32,46,58,18,0,21,50,34,16,12,35,61,45,15,38,51,19,9,44,29,54,60",True,False,80,66.46978191727638,13.656846546520976,18.133432129555878
pv_rcnn_8369,KITTIDataset,"31,27,54,42,10,1,59,49,25,15,60,44,33,45,51,47,18,23,28,0,14,35,26,16,37,5,2,30,36,9,24,34",True,False,80,70.8384651583415,23.10025201649257,35.98489960324229
pv_rcnn_8369,KITTIDataset,"2,8,20,61,32,10,39,26,59,11,48,24,62,41,25,56,50,38,30,55,44,51,33,40,36,17,4,6,54,27,19,42",True,False,80,56.897960403187575,10.78442975080544,16.511561837783084
pv_rcnn_8369,KITTIDataset,"25,6,37,20,12,38,2,40,24,21,28,14,58,48,8,41,45,10,15,49,56,47,1,32,55,35,31,59,0,62,29,26",True,False,80,67.67867530568438,17.7590450091123,30.4106101612712
pv_rcnn_8369,KITTIDataset,"18,6,63,37,39,7,38,27,19,35,13,45,54,15,44,51,40,25,24,12,32,22,55,21,28,52,57,10,47,3,29,49",True,False,80,63.096584144013825,15.26207025491736,20.914450329680694
